,genre,tempo,time sig,mode,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence
20962,forro,96.0,4,0,0.269,0.677,0.956,2.04e-05,0.341,-5.786,0.042,0.496
20963,forro,106.0,4,1,0.163,0.491,0.667,2.72e-05,0.127,-6.852,0.0463,0.57
20964,forro,102.0,4,1,0.0202,0.783,0.688,0.0,0.0662,-7.151,0.0423,0.729
20965,forro,92.0,4,1,0.579,0.702,0.932,0.000119,0.105,-7.331,0.0595,0.968
20966,forro,92.0,4,1,0.51,0.706,0.812,0.0,0.223,-5.995,0.0459,0.851
20967,forro,93.0,4,0,0.487,0.794,0.591,3.19e-05,0.0723,-8.747,0.0543,0.908
20968,forro,105.0,4,1,0.175,0.787,0.898,0.00556,0.336,-9.948,0.0445,0.825
20969,forro,145.0,4,0,0.148,0.554,0.765,5.87e-05,0.824,-7.195,0.133,0.793
20970,forro,164.0,4,1,0.333,0.577,0.857,0.0,0.276,-3.221,0.0428,0.965
20971,forro,97.0,4,0,0.674,0.75,0.868,1.21e-05,0.694,-4.367,0.0406,0.775
20972,forro,95.0,4,1,0.271,0.386,0.571,0.0,0.118,-7.905,0.0411,0.894
20973,forro,106.0,4,1,0.437,0.629,0.597,0.0,0.0921,-6.895,0.0318,0.855
20974,forro,104.0,4,1,0.302,0.689,0.636,0.000675,0.309,-8.241,0.0321,0.845
20975,forro,164.0,4,1,0.505,0.485,0.755,0.0,0.213,-8.016,0.0469,0.613
20976,forro,176.0,4,1,0.709,0.608,0.945,0.0,0.56,-5.768,0.0804,0.925
20977,forro,103.0,4,1,0.204,0.637,0.812,0.679,0.0989,-8.053,0.0518,0.96
20978,forro,130.0,4,0,0.262,0.778,0.879,0.0,0.359,-5.552,0.0409,0.882
20979,forro,113.0,4,1,0.607,0.434,0.679,0.0,0.134,-3.7,0.0335,0.483
20980,forro,176.0,4,1,0.697,0.787,0.918,0.0,0.171,-3.858,0.176,0.956
20981,forro,93.0,4,1,0.049,0.45,0.888,0.000115,0.906,-7.548,0.159,0.0549
20982,forro,113.0,4,1,0.27,0.608,0.602,0.0,0.112,-7.715,0.0671,0.965
20983,forro,120.0,4,0,0.522,0.751,0.829,0.0,0.245,-5.395,0.0415,0.802
20984,forro,108.0,4,1,0.235,0.539,0.96,0.0,0.188,-4.391,0.0969,0.723
20985,forro,125.0,4,1,0.259,0.762,0.962,0.0,0.165,-3.959,0.0599,0.707
20986,forro,165.0,4,1,0.45,0.553,0.597,0.0,0.0489,-7.84,0.0636,0.922
20987,forro,119.0,4,0,0.443,0.863,0.512,2.85e-05,0.111,-9.005,0.0945,0.722
20988,forro,102.0,4,1,0.56,0.732,0.83,0.0,0.152,-6.336,0.0461,0.939
20989,forro,94.0,4,0,0.176,0.622,0.852,1.44e-06,0.109,-6.053,0.0475,0.796
20990,forro,92.0,4,1,0.357,0.649,0.824,0.0,0.14,-7.052,0.0387,0.863
20991,forro,102.0,4,0,0.336,0.743,0.947,0.0,0.625,-5.217,0.0419,0.805
20992,forro,108.0,4,1,0.164,0.63,0.779,4e-06,0.166,-5.349,0.0334,0.924
20993,forro,84.0,4,0,0.171,0.613,0.771,2.14e-05,0.151,-4.933,0.0282,0.806
20994,forro,100.0,4,0,0.419,0.703,0.86,0.0,0.141,-9.927,0.0395,0.985
20995,forro,170.0,4,1,0.436,0.473,0.804,0.0,0.222,-6.822,0.0726,0.367
20996,forro,125.0,4,1,0.785,0.67,0.472,0.0,0.248,-6.506,0.028,0.236
20997,forro,79.0,4,0,0.275,0.636,0.474,0.0,0.11,-9.184,0.0408,0.77
20998,forro,172.0,4,1,0.411,0.629,0.834,0.0,0.191,-5.817,0.0507,0.918
20999,forro,91.0,4,0,0.325,0.761,0.939,0.0,0.102,-5.148,0.0547,0.965
21000,forro,104.0,4,1,0.547,0.481,0.714,0.0,0.215,-6.288,0.0312,0.605
21001,forro,81.0,4,0,0.05,0.579,0.493,0.0,0.0858,-7.842,0.0263,0.458
21002,forro,104.0,4,0,0.101,0.598,0.808,0.0149,0.873,-6.981,0.0794,0.663
21003,forro,138.0,4,0,0.154,0.629,0.891,1.3e-05,0.209,-4.182,0.0357,0.634
21004,forro,99.0,4,1,0.62,0.694,0.952,0.0,0.355,-4.041,0.0637,0.931
21005,forro,103.0,4,1,0.354,0.672,0.852,0.0,0.34,-5.636,0.0353,0.845
21006,forro,159.0,4,1,0.702,0.64,0.615,0.0,0.326,-10.82,0.0385,0.97
21007,forro,132.0,4,1,0.304,0.75,0.952,0.0,0.212,-5.196,0.035,0.898
21008,forro,81.0,4,1,0.461,0.578,0.562,0.0,0.0385,-8.891,0.056,0.855
21009,forro,157.0,4,0,0.313,0.533,0.934,0.0,0.393,-4.03,0.0459,0.879
21010,forro,167.0,4,0,0.469,0.569,0.629,0.0,0.0668,-7.304,0.0391,0.817
21011,forro,140.0,4,0,0.256,0.743,0.306,0.0,0.0435,-12.187,0.0407,0.689
21012,forro,160.0,4,1,0.833,0.528,0.617,0.0,0.388,-7.592,0.0387,0.856
21013,forro,107.0,4,0,0.198,0.442,0.358,6.88e-05,0.195,-7.35,0.029,0.613
21014,forro,148.0,4,1,0.248,0.591,0.881,0.0,0.0884,-5.487,0.0369,0.92
21015,forro,184.0,4,1,0.763,0.59,0.971,0.0,0.342,-5.822,0.0489,0.96
21016,forro,145.0,4,1,0.588,0.599,0.464,0.0,0.719,-7.21,0.0499,0.704
21017,forro,104.0,4,1,0.378,0.729,0.957,5.11e-05,0.408,-6.465,0.0445,0.782
21018,forro,95.0,4,1,0.247,0.636,0.861,0.0,0.0413,-5.922,0.0347,0.884
21019,forro,80.0,4,0,0.159,0.541,0.737,0.0,0.117,-7.894,0.0535,0.413
21020,forro,93.0,4,0,0.695,0.773,0.9,0.0,0.099,-6.01,0.0443,0.895
21021,forro,106.0,4,0,0.303,0.821,0.773,0.00358,0.0537,-7.386,0.0458,0.871
21022,forro,145.0,4,1,0.295,0.652,0.458,0.0,0.0937,-8.364,0.0307,0.709
21023,forro,94.0,4,0,0.571,0.627,0.877,0.0,0.434,-4.431,0.0465,0.904
21024,forro,103.0,4,1,0.369,0.638,0.67,0.0,0.202,-8.701,0.0468,0.946
21025,forro,192.0,4,1,0.214,0.7,0.938,0.0,0.0458,-5.966,0.103,0.794
21026,forro,91.0,4,1,0.396,0.795,0.749,0.0,0.0675,-7.734,0.0857,0.964
21027,forro,93.0,4,0,0.635,0.794,0.946,7.83e-06,0.0401,-5.948,0.0496,0.947
21028,forro,94.0,4,1,0.427,0.832,0.913,0.0,0.338,-4.201,0.0513,0.941
21029,forro,158.0,4,0,0.556,0.645,0.84,0.0,0.392,-4.676,0.0308,0.958
21030,forro,124.0,4,1,0.0108,0.6,0.904,0.145,0.143,-6.8,0.0708,0.849
21031,forro,162.0,4,1,0.0653,0.418,0.738,1.05e-06,0.639,-5.931,0.0765,0.482
21032,forro,90.0,4,0,0.496,0.662,0.598,1.87e-05,0.0857,-8.656,0.115,0.954
21033,forro,151.0,4,0,0.31,0.598,0.558,0.0,0.0678,-8.386,0.121,0.672
21034,forro,119.0,4,1,0.14,0.765,0.566,3.39e-05,0.0748,-8.807,0.0373,0.961
21035,forro,112.0,4,1,0.143,0.715,0.792,0.0,0.173,-9.893,0.0385,0.959
21036,forro,82.0,4,1,0.299,0.411,0.618,0.0,0.0692,-8.262,0.102,0.8
21037,forro,70.0,3,1,0.509,0.265,0.45,0.0,0.872,-5.975,0.0302,0.293
21038,forro,90.0,4,1,0.345,0.808,0.949,0.0,0.0722,-1.92,0.0541,0.968
21039,forro,78.0,4,1,0.145,0.464,0.646,0.0,0.321,-6.359,0.0356,0.924
21040,forro,81.0,4,1,0.429,0.657,0.626,0.00535,0.309,-7.947,0.0631,0.884
21041,forro,152.0,4,0,0.435,0.578,0.531,0.0,0.141,-7.36,0.0379,0.77
21042,forro,86.0,4,1,0.0117,0.494,0.777,1.01e-05,0.768,-6.387,0.0607,0.462
21043,forro,95.0,4,1,0.52,0.63,0.86,1.13e-06,0.271,-4.118,0.0374,0.852
21044,forro,128.0,4,0,0.463,0.574,0.899,3.24e-06,0.679,-7.973,0.0831,0.819
21045,forro,148.0,4,0,0.367,0.567,0.322,0.151,0.137,-13.663,0.0895,0.822
21046,forro,115.0,4,1,0.415,0.641,0.802,0.0,0.166,-8.798,0.0487,0.966
21047,forro,117.0,4,1,0.0947,0.599,0.818,0.0,0.828,-7.636,0.169,0.813
21048,forro,104.0,4,1,0.00647,0.68,0.905,1.5e-05,0.117,-9.796,0.0476,0.96
21049,forro,151.0,4,0,0.344,0.749,0.625,0.0,0.132,-7.733,0.0332,0.963
21050,funk,101.0,4,1,0.0286,0.751,0.848,0.0167,0.0856,-4.289,0.129,0.587
21051,funk,107.0,4,1,0.339,0.62,0.807,0.0343,0.317,-10.769,0.0536,0.82
21052,funk,112.0,4,0,0.187,0.934,0.64,0.00587,0.193,-9.011,0.0739,0.853
21053,funk,119.0,4,1,0.0255,0.782,0.967,0.000945,0.0321,-4.406,0.113,0.902
21054,funk,100.0,4,1,0.0182,0.805,0.556,0.0152,0.0562,-11.061,0.0573,0.896
21055,funk,106.0,4,1,0.296,0.9,0.709,0.00047,0.0863,-12.683,0.0636,0.897
21056,funk,111.0,4,0,0.32,0.727,0.91,1.16e-05,0.0987,-4.449,0.0837,0.885
21057,funk,176.0,4,1,0.106,0.521,0.799,0.732,0.332,-11.993,0.097,0.709
21058,funk,119.0,4,1,0.053,0.728,0.972,0.0789,0.0706,-7.904,0.0485,0.815
21059,funk,113.0,4,1,0.152,0.76,0.608,8.62e-05,0.0467,-8.594,0.275,0.715
21060,funk,93.0,4,1,0.129,0.635,0.773,6.98e-06,0.0562,-5.227,0.0772,0.659
21061,funk,108.0,4,1,0.257,0.867,0.715,0.000254,0.0352,-12.571,0.0642,0.822
21062,funk,138.0,4,0,0.141,0.584,0.975,0.501,0.101,-6.534,0.0651,0.876
21063,funk,171.0,4,1,0.0345,0.719,0.615,0.0492,0.0573,-13.674,0.122,0.961
21064,funk,95.0,4,1,0.311,0.746,0.525,0.00867,0.0818,-8.7,0.186,0.835
21065,funk,107.0,4,1,0.205,0.797,0.576,0.0254,0.0641,-11.139,0.0688,0.85
21066,funk,73.0,4,1,0.616,0.657,0.546,0.0,0.226,-9.738,0.269,0.757
21067,funk,118.0,4,1,0.225,0.883,0.664,2.3e-06,0.941,-10.395,0.411,0.8
21068,funk,126.0,4,0,0.0702,0.792,0.745,0.00664,0.0886,-7.78,0.164,0.755
21069,funk,130.0,4,1,0.0178,0.909,0.963,0.003,0.0877,-4.922,0.0735,0.849
21070,funk,112.0,4,0,0.0803,0.778,0.88,0.000141,0.0254,-4.515,0.0324,0.928
21071,funk,132.0,4,0,0.112,0.826,0.9,0.00136,0.0875,-4.383,0.0411,0.954
21072,funk,122.0,4,1,0.157,0.774,0.698,0.00027,0.0684,-7.5,0.0481,0.969
21073,funk,122.0,4,1,0.000547,0.906,0.63,0.616,0.0994,-8.071,0.0575,0.342
21074,funk,105.0,4,1,0.112,0.856,0.762,0.00549,0.296,-10.445,0.0814,0.839
21075,funk,106.0,4,1,0.0829,0.719,0.579,0.0,0.16,-12.418,0.0493,0.806
21076,funk,120.0,4,1,0.457,0.784,0.708,7.5e-05,0.0913,-9.141,0.11,0.749
21077,funk,113.0,4,0,0.0397,0.819,0.64,0.000149,0.304,-9.124,0.0371,0.917
21078,funk,112.0,4,0,0.0193,0.804,0.739,0.000922,0.0891,-8.559,0.0554,0.886
21079,funk,93.0,4,1,0.0973,0.572,0.688,3.48e-05,0.0891,-5.871,0.0698,0.619
21080,funk,107.0,4,0,0.0593,0.85,0.78,8.16e-05,0.0205,-5.427,0.0609,0.948
21081,funk,106.0,4,0,0.0584,0.669,0.825,6.81e-05,0.0341,-8.351,0.0432,0.867
21082,funk,108.0,4,0,0.0731,0.831,0.782,0.0171,0.032,-10.48,0.0595,0.631
21083,funk,111.0,4,1,0.271,0.883,0.667,0.000856,0.115,-12.143,0.0601,0.91
21084,funk,111.0,4,1,0.195,0.889,0.646,3.19e-05,0.0502,-6.366,0.0668,0.966
21085,funk,98.0,4,1,0.0433,0.764,0.61,0.0303,0.0548,-12.159,0.0566,0.975
21086,funk,95.0,4,0,0.329,0.696,0.691,0.0,0.197,-13.697,0.0415,0.963
21087,funk,115.0,4,1,0.224,0.61,0.889,2.6e-05,0.0529,-6.566,0.0905,0.491
21088,funk,124.0,4,0,0.0363,0.933,0.718,0.0414,0.0349,-8.303,0.0472,0.977
21089,funk,121.0,4,1,0.0466,0.843,0.656,0.0187,0.169,-11.184,0.0595,0.931
21090,funk,94.0,4,0,0.256,0.537,0.82,1.93e-06,0.432,-7.011,0.127,0.881
21091,funk,99.0,4,1,0.406,0.797,0.504,0.015,0.0313,-10.533,0.0411,0.849
21092,funk,113.0,4,1,0.0157,0.726,0.907,2.47e-05,0.0339,-5.604,0.0377,0.784
21093,funk,142.0,4,0,0.256,0.849,0.858,0.00673,0.0422,-6.649,0.12,0.961
21094,funk,99.0,4,1,0.106,0.746,0.612,0.000182,0.292,-10.328,0.117,0.639
21095,funk,101.0,4,1,0.0451,0.723,0.866,2.8e-05,0.0992,-7.064,0.101,0.944
21096,funk,102.0,4,0,0.0549,0.766,0.878,0.000273,0.0309,-5.257,0.0673,0.907
21097,funk,102.0,4,1,0.138,0.666,0.733,0.000349,0.0892,-5.884,0.0563,0.597
21098,funk,117.0,4,1,0.156,0.799,0.586,0.0,0.0499,-7.563,0.215,0.954
21099,funk,113.0,4,1,0.0232,0.706,0.723,0.0441,0.0994,-9.235,0.0382,0.937
21100,funk,116.0,4,1,0.0582,0.747,0.777,0.0,0.339,-7.374,0.123,0.757
21101,funk,112.0,4,0,0.00784,0.83,0.565,0.00429,0.0873,-11.013,0.0507,0.873
21102,funk,120.0,4,1,0.114,0.706,0.727,7.7e-05,0.174,-8.714,0.0456,0.965
21103,funk,140.0,4,1,0.0823,0.811,0.647,0.681,0.0572,-10.989,0.0498,0.99
21104,funk,101.0,4,1,0.0407,0.776,0.457,0.00378,0.0208,-6.187,0.0759,0.731
21105,funk,115.0,4,1,0.0585,0.802,0.599,0.00602,0.0804,-11.259,0.0537,0.886
21106,funk,108.0,4,0,0.0543,0.852,0.82,0.0194,0.202,-5.541,0.065,0.601
21107,funk,100.0,4,1,0.0182,0.648,0.751,0.000401,0.0418,-8.582,0.0806,0.863
21108,funk,92.0,4,1,0.0784,0.587,0.783,2.23e-05,0.783,-8.608,0.0722,0.956
21109,funk,104.0,4,1,0.265,0.797,0.731,0.00245,0.067,-6.852,0.038,0.893
21110,funk,102.0,4,0,0.565,0.641,0.917,3.81e-05,0.236,-5.496,0.0888,0.856
21111,funk,96.0,4,0,0.183,0.685,0.835,0.118,0.0856,-9.053,0.041,0.96
21112,funk,92.0,4,1,0.48,0.789,0.683,0.0,0.35,-8.835,0.086,0.882
21113,funk,98.0,4,1,0.212,0.838,0.793,2.19e-05,0.21,-8.924,0.284,0.73
21114,funk,112.0,4,0,0.225,0.814,0.852,0.161,0.325,-5.941,0.0557,0.923
21115,funk,111.0,4,1,0.149,0.87,0.657,0.0102,0.053,-7.32,0.0522,0.893
21116,funk,107.0,4,0,0.261,0.683,0.598,0.0168,0.171,-8.622,0.0538,0.799
21117,funk,122.0,4,1,0.0539,0.87,0.775,0.259,0.0572,-7.039,0.0368,0.947
21118,funk,103.0,4,1,0.668,0.676,0.692,0.00915,0.13,-13.093,0.052,0.799
21119,funk,107.0,4,0,0.0548,0.768,0.853,0.13,0.0188,-5.915,0.0427,0.889
21120,funk,102.0,4,0,0.283,0.717,0.947,0.00558,0.0264,-4.175,0.0785,0.875
21121,funk,128.0,4,0,0.0918,0.869,0.736,0.0362,0.0577,-8.173,0.091,0.91
21122,funk,181.0,4,1,0.0233,0.499,0.98,0.348,0.211,-4.818,0.0569,0.947
21123,funk,123.0,4,0,0.015,0.933,0.641,8.01e-05,0.197,-6.245,0.0441,0.886
21124,funk,125.0,4,0,0.061,0.772,0.871,6.09e-05,0.0563,-4.095,0.0536,0.859
21125,funk,106.0,4,1,0.118,0.829,0.787,0.00537,0.0932,-7.446,0.0626,0.862
21126,funk,116.0,3,0,0.236,0.793,0.442,0.00163,0.0662,-11.293,0.0564,0.833
21127,funk,111.0,4,1,0.436,0.854,0.776,0.175,0.0549,-9.85,0.217,0.656
21128,funk,114.0,4,1,0.115,0.698,0.687,1.48e-06,0.0858,-6.185,0.0673,0.8
21129,funk,109.0,4,1,0.124,0.822,0.87,0.0,0.045,-6.257,0.0592,0.901
21130,garage,76.0,4,1,0.00328,0.635,0.435,6.78e-06,0.071,-7.521,0.031,0.459
21131,garage,171.0,4,1,0.107,0.336,0.922,0.937,0.191,-5.376,0.0741,0.735
21132,garage,126.0,4,1,0.00187,0.594,0.927,8.86e-05,0.0405,-3.095,0.041,0.666
21133,garage,126.0,4,1,0.00157,0.679,0.892,0.0294,0.0301,-8.448,0.137,0.424
21134,garage,137.0,4,0,0.000224,0.466,0.832,0.042,0.186,-5.823,0.0333,0.778
21135,garage,92.0,4,1,0.0451,0.406,0.74,0.722,0.637,-7.232,0.031,0.814
21136,garage,129.0,4,1,0.000243,0.924,0.42,0.214,0.403,-11.67,0.578,0.455
21137,garage,135.0,4,0,0.0602,0.646,0.679,0.154,0.322,-5.999,0.0318,0.749
21138,garage,150.0,4,1,0.807,0.408,0.98,0.348,0.287,-0.489,0.0456,0.674
21139,garage,128.0,4,0,0.00878,0.518,0.836,0.274,0.192,-4.6,0.0288,0.801
21140,garage,127.0,4,1,0.000698,0.673,0.88,0.671,0.0492,-4.606,0.0623,0.476
21141,garage,128.0,4,1,0.00987,0.415,0.901,0.361,0.136,-3.124,0.0428,0.424
21142,garage,124.0,4,1,0.0114,0.414,0.888,0.0,0.133,-3.098,0.0488,0.689
21143,garage,127.0,4,1,0.0315,0.79,0.779,0.00992,0.358,-9.208,0.0885,0.962
21144,garage,177.0,5,0,0.697,0.16,0.293,0.87,0.117,-16.104,0.0624,0.0389
21145,garage,105.0,4,0,0.0182,0.507,0.729,1.4e-06,0.0658,-5.399,0.0393,0.272
21146,garage,125.0,4,1,0.000359,0.601,0.859,0.00124,0.0871,-5.263,0.0276,0.446
21147,garage,101.0,4,0,0.237,0.851,0.698,0.0,0.171,-3.775,0.08,0.844
21148,garage,161.0,4,1,0.000119,0.201,0.943,0.782,0.0928,-3.612,0.078,0.732
21149,garage,142.0,4,0,0.602,0.633,0.492,0.0,0.338,-8.68,0.0352,0.598
21150,garage,126.0,4,0,0.00144,0.744,0.889,7.8e-06,0.429,-6.245,0.0548,0.969
21151,garage,141.0,4,1,0.00248,0.321,0.99,0.00631,0.0924,-4.461,0.204,0.209
21152,garage,146.0,4,1,0.0291,0.641,0.922,0.0,0.0862,-4.457,0.0786,0.847
21153,garage,136.0,4,1,0.261,0.43,0.954,0.00262,0.155,-4.541,0.105,0.79
21154,garage,130.0,4,1,0.749,0.825,0.549,0.0033,0.199,-9.168,0.0588,0.912
21155,garage,71.0,4,1,0.111,0.432,0.917,3.48e-06,0.112,-7.067,0.12,0.45
21156,garage,96.0,4,1,0.147,0.667,0.692,3.75e-05,0.349,-8.361,0.0285,0.846
21157,garage,134.0,4,1,0.33,0.696,0.928,0.00917,0.0973,-4.918,0.0443,0.95
21158,garage,120.0,4,0,0.000297,0.584,0.816,0.0151,0.102,-8.101,0.0346,0.361
21159,garage,110.0,4,1,0.0492,0.784,0.85,0.0,0.112,-3.679,0.0691,0.567
21160,garage,121.0,4,1,0.0561,0.477,0.941,0.0,0.117,-3.823,0.0486,0.675
21161,garage,179.0,4,0,3.41e-06,0.071,0.704,0.598,0.271,-3.315,0.051,0.412
21162,garage,128.0,4,1,0.00234,0.717,0.916,0.618,0.061,-9.465,0.114,0.26
21163,garage,92.0,4,1,0.000388,0.455,0.757,4.97e-05,0.0773,-6.072,0.0289,0.688
21164,garage,120.0,4,0,0.00537,0.701,0.884,0.0011,0.402,-7.338,0.0546,0.831
21165,garage,111.0,4,1,0.475,0.536,0.912,0.000112,0.0786,-4.815,0.0327,0.962
21166,garage,172.0,4,0,0.573,0.337,0.862,4.58e-05,0.147,-10.749,0.044,0.589
21167,garage,132.0,4,0,0.0192,0.731,0.667,0.0,0.347,-10.454,0.0394,0.763
21168,garage,76.0,4,1,3.6e-05,0.426,0.849,0.00857,0.104,-3.932,0.0357,0.66
21169,garage,159.0,4,0,2.61e-06,0.412,0.951,0.00239,0.0958,-3.371,0.0548,0.333
21170,garage,130.0,4,1,0.0445,0.908,0.586,1.8e-06,0.178,-7.926,0.0964,0.96
21171,garage,150.0,4,1,1.17e-05,0.325,0.908,0.345,0.28,-5.636,0.0412,0.788
21172,garage,134.0,4,1,0.0176,0.824,0.695,0.00443,0.115,-9.211,0.088,0.812
21173,garage,105.0,4,0,0.693,0.434,0.653,0.0421,0.177,-6.969,0.0324,0.625
21174,garage,168.0,5,1,0.171,0.338,0.703,0.767,0.3,-7.376,0.0649,0.69
21175,garage,164.0,4,1,0.0449,0.134,0.757,0.353,0.389,-3.816,0.0413,0.367
21176,garage,87.0,4,1,0.378,0.428,0.999,0.00438,0.497,2.127,0.194,0.146
21177,garage,170.0,4,1,0.0129,0.463,0.966,0.0187,0.355,-3.074,0.0358,0.942
21178,garage,61.0,4,1,0.0329,0.386,0.683,0.0,0.344,-7.317,0.233,0.527
21179,garage,84.0,4,0,0.0824,0.398,0.807,0.0,0.295,-8.141,0.0443,0.734
21180,garage,106.0,4,0,0.000316,0.514,0.964,0.000551,0.285,-4.653,0.0666,0.812
21181,garage,105.0,4,1,0.0133,0.695,0.814,0.0984,0.0601,-5.294,0.066,0.882
21182,garage,104.0,4,1,0.0199,0.754,0.933,0.0,0.297,-5.786,0.0448,0.75
21183,garage,177.0,4,1,0.000241,0.24,0.868,0.692,0.0199,-3.312,0.0616,0.375
21184,garage,160.0,4,0,1.64e-05,0.396,0.973,0.0,0.392,-2.913,0.0992,0.729
21185,garage,168.0,4,1,0.00781,0.266,0.946,2.73e-06,0.26,-2.855,0.171,0.498
21186,garage,198.0,4,0,0.000557,0.0638,0.933,0.305,0.131,-6.297,0.111,0.225
21187,garage,139.0,4,1,0.121,0.609,0.883,0.0,0.316,-6.284,0.0372,0.902
21188,garage,128.0,4,0,0.0109,0.743,0.908,0.000661,0.64,-5.731,0.141,0.615
21189,garage,130.0,4,0,0.000305,0.63,0.743,0.362,0.0641,-6.991,0.0539,0.873
21190,garage,126.0,4,0,0.00645,0.852,0.581,1.11e-06,0.0807,-8.672,0.0554,0.929
21191,garage,134.0,4,0,0.0583,0.821,0.619,0.0565,0.141,-9.587,0.0824,0.842
21192,garage,184.0,4,1,0.00673,0.419,0.949,0.0,0.301,-4.253,0.0753,0.868
21193,garage,123.0,4,1,0.000985,0.553,0.81,1.04e-05,0.109,-3.229,0.0416,0.399
21194,garage,136.0,4,0,0.0723,0.826,0.591,0.0153,0.117,-7.534,0.194,0.891
21195,garage,178.0,5,0,2.44e-05,0.262,0.946,0.857,0.114,-6.18,0.0953,0.659
21196,garage,127.0,4,1,0.104,0.691,0.832,7.91e-06,0.267,-6.403,0.0328,0.899
21197,garage,117.0,4,0,0.059,0.37,0.922,0.453,0.261,-2.461,0.0831,0.548
21198,garage,140.0,4,0,0.00414,0.601,0.768,0.927,0.119,-7.82,0.0492,0.316
21199,garage,166.0,4,1,9.53e-06,0.257,0.956,0.892,0.374,-3.174,0.16,0.456
21200,garage,100.0,4,1,0.0773,0.49,0.778,0.00862,0.087,-6.968,0.0548,0.278
21201,garage,116.0,4,0,0.0426,0.794,0.811,1.07e-06,0.101,-8.966,0.038,0.862
21202,garage,132.0,4,1,0.418,0.686,0.742,0.00728,0.0871,-6.981,0.0389,0.858
21203,garage,122.0,4,1,0.000881,0.627,0.752,0.0299,0.105,-7.691,0.0346,0.472
21204,garage,105.0,4,1,0.000389,0.279,0.664,0.000655,0.133,-8.851,0.0371,0.49
21205,garage,136.0,4,1,0.247,0.563,0.915,8.46e-05,0.0613,-5.062,0.08,0.71
21206,garage,153.0,4,1,0.00172,0.542,0.905,0.0104,0.136,-5.653,0.054,0.374
21207,garage,122.0,4,1,0.00197,0.734,0.567,0.565,0.132,-8.697,0.0429,0.37
21208,garage,107.0,4,1,0.000728,0.495,0.751,0.0342,0.591,-7.334,0.0554,0.725
21209,garage,108.0,4,0,0.347,0.457,0.891,2.77e-06,0.12,-7.806,0.0517,0.586
21210,garage,91.0,4,0,0.111,0.188,0.973,0.461,0.203,-0.557,0.0931,0.465
21211,garage,127.0,4,1,0.517,0.47,0.941,2.65e-06,0.11,-4.503,0.0379,0.781
21212,garage,106.0,4,0,0.0199,0.336,0.757,0.746,0.287,-3.002,0.0636,0.705
21213,garage,85.0,4,1,0.186,0.548,0.532,0.000263,0.217,-7.596,0.0323,0.405
21214,garage,130.0,4,1,0.0353,0.809,0.839,5.21e-05,0.286,-6.416,0.0745,0.63
21215,garage,104.0,4,0,0.66,0.506,0.918,0.0899,0.268,-5.16,0.0537,0.688
21216,garage,130.0,4,0,0.023,0.748,0.783,0.0689,0.141,-7.645,0.0712,0.931
21217,garage,158.0,4,0,5.69e-05,0.415,0.867,0.000192,0.0883,-5.497,0.0387,0.36
21218,garage,155.0,4,0,0.00166,0.462,0.981,0.00894,0.0856,-2.371,0.127,0.547
21219,garage,130.0,4,0,0.192,0.842,0.693,0.000237,0.028,-7.316,0.268,0.973
21220,garage,130.0,4,1,0.00661,0.784,0.492,0.00248,0.0406,-8.798,0.0548,0.961
21221,garage,158.0,4,1,0.00435,0.324,0.959,0.0,0.419,-3.816,0.102,0.475
21222,garage,138.0,4,1,0.0157,0.764,0.866,0.853,0.187,-5.534,0.0505,0.945
21223,garage,107.0,4,0,0.112,0.704,0.381,0.00078,0.303,-11.984,0.0301,0.842
21224,garage,185.0,4,1,0.00805,0.37,0.96,0.615,0.428,-3.418,0.0724,0.557
21225,garage,90.0,4,0,0.0781,0.639,0.753,0.371,0.11,-5.973,0.0395,0.96
21226,garage,126.0,4,0,0.000853,0.683,0.896,0.434,0.672,-9.901,0.0518,0.665
21227,garage,88.0,3,0,0.0198,0.359,0.971,0.000123,0.37,-2.804,0.0771,0.296
21228,garage,148.0,4,1,0.00844,0.442,0.893,0.0,0.529,-4.878,0.0505,0.712
21229,garage,140.0,4,1,0.0509,0.449,0.585,8.75e-05,0.0833,-6.761,0.0268,0.212
21230,gospel,91.0,4,1,0.0109,0.563,0.775,0.0,0.195,-5.142,0.0894,0.482
21231,gospel,168.0,4,1,0.192,0.303,0.831,0.0,0.885,-5.413,0.126,0.678
21232,gospel,114.0,5,1,0.315,0.429,0.675,0.0,0.123,-5.296,0.126,0.167
21233,gospel,89.0,4,1,0.533,0.554,0.494,0.0,0.204,-8.758,0.0374,0.411
21234,gospel,125.0,4,1,0.102,0.805,0.51,0.0,0.0635,-5.853,0.131,0.591
21235,gospel,103.0,5,1,0.29,0.712,0.309,0.0,0.471,-15.282,0.95,0.681
21236,gospel,175.0,4,1,0.00721,0.414,0.886,0.0,0.118,-3.938,0.107,0.583
21237,gospel,144.0,4,1,0.618,0.6,0.558,9.31e-06,0.136,-7.395,0.0518,0.311
21238,gospel,87.0,4,1,0.524,0.47,0.83,0.0,0.391,-3.144,0.0531,0.505
21239,gospel,100.0,4,1,0.127,0.626,0.939,0.0,0.975,-2.769,0.206,0.739
21240,gospel,147.0,3,1,0.183,0.319,0.498,0.0,0.373,-5.979,0.0344,0.194
21241,gospel,77.0,3,1,0.761,0.237,0.121,0.0,0.137,-15.49,0.0384,0.201
21242,gospel,76.0,4,1,0.442,0.356,0.798,0.0,0.323,-9.05,0.224,0.318
